"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AC019221.4",1.87720205822489,-0.577092117030686,1.8010746469524,-0.320415435310905,0.748653426165517,NA
"AC114812.5",1.58864048832823,3.96309319846,3.93168502691793,1.00798847601653,0.313459994582934,NA
"DEFB126",1.70877899654891,-1.39022586934526,3.81902352806358,-0.364026526448284,0.715838201139043,NA
"RP11-314N13.3",2.00230363133197,-4.61678452809827,3.93150655092315,-1.17430416770238,0.240273214549291,NA
"SNORA51",1.90783173050245,1.27792701461145,1.65080713367129,0.774122541964927,0.438858328207822,NA
"SF3A3P1",1.86758639274517,-1.14382614446526,2.33117431316239,-0.49066521452597,0.623663253321673,NA
"Y_RNA.41",1.91004183344955,-0.710880836316475,2.91837395969387,-0.24358798637,0.807549933570612,NA
"RP4-777D9.2",1.5443236614265,2.79102339214067,2.31896814760814,1.2035626254804,0.228758672377138,NA
"RP13-401N8.3",1.48054528985239,3.86410943435564,3.61433389228188,1.06910693630357,0.285021486499429,NA
"HCK",1.50510733567187,3.88736003499562,3.93302382773521,0.98838964757407,0.322961855627512,NA
"RP5-977B1.7",1.91389935696052,4.23475715318155,3.36569061093069,1.25821343751217,0.208314576546189,NA
"SLA2",1.71110098561132,-4.38612880734341,3.50554508997656,-1.25119737295199,0.210862476456209,NA
"MT1P3",1.47710438375065,3.86121311915194,2.58757360952271,1.49221382724805,0.135643098621377,NA
"RN7SKP173",1.8209580629756,-0.0766736181848934,1.85741777147808,-0.0412796837428117,0.967072929287775,NA
"RP3-511B24.5",1.95908297753197,-1.1703401227702,2.36406630878646,-0.495053847863922,0.620562110650669,NA
"SNAP23P",1.92649252468332,-0.585578243307532,2.25079283208595,-0.260165322618715,0.794736251968587,NA
"RP4-569M23.4",1.79708875080539,0.8794684479154,2.17506858455469,0.404340559263541,0.685962303812362,NA
"RP4-723E3.1",1.98169948217034,4.28363419490879,3.39895045202862,1.26028144727799,0.207567850298434,NA
"CHRNA4",1.54023356256305,-4.24029206674959,3.93884436007532,-1.07653201779938,0.281689389486477,NA
"RP11-261N11.8",1.61801439472557,-4.31092367092412,3.46846844685307,-1.24288968949261,0.213908485622999,NA
"LINC00266-1",1.8659306669729,-1.65200103341545,1.99438161681664,-0.82832744720758,0.407485082788973,NA
"BTF3L4P1",1.70295944874819,0.160625939769071,1.90682624592225,0.0842373237270937,0.93286774358883,NA
"AL035610.1",1.94161727367068,-4.57343992892785,3.29408720322904,-1.38837852393365,0.165021812450168,NA
"RPL23AP3",1.86548430664031,0.646115742688036,1.73025738418994,0.373421751348589,0.708834573177276,NA
"AP000688.1",1.65022807618802,0.165649634082883,2.2840110588349,0.0725257583329668,0.942183507256338,NA
"DSCAM-IT1",1.58864048832823,3.96309319846,3.93168502691793,1.00798847601653,0.313459994582934,NA
"DUXAP8",1.7458318303667,-2.29081014622054,1.88473483654005,-1.21545487556539,0.224192649305897,NA
"Metazoa_SRP",1.79708875080539,0.8794684479154,2.17506858455469,0.404340559263541,0.685962303812362,NA
"BCRP7",1.63357056115807,-4.32413102937041,3.46870164030756,-1.24661371249762,0.212539171323592,NA
"GGTLC3",1.78759391741438,-4.45419047335059,3.37369560686697,-1.32027040740852,0.186744752072972,NA
"POM121L4P",1.84626733114851,0.433038640544515,1.61005358739104,0.268959147655588,0.787961120053498,NA
"KB-208E9.1",1.8819684086596,-4.5173276351723,3.37386034892376,-1.33891956631023,0.180596859173203,NA
"AP000350.6",1.8291527056765,-1.01542527674464,2.88027170899367,-0.352544960801431,0.724429606136753,NA
"GSTT1",473.768367331279,-0.799766408399185,2.35956006305871,-0.338947255855164,NA,NA
"snoU13.10",1.52954177512638,-0.218483761467327,2.27674769880136,-0.095963097528265,0.923549881162618,NA
"IGLCOR22-1",1.63357056115807,-4.32413102937041,3.46870164030756,-1.24661371249762,0.212539171323592,NA
"RPS15AP38",1.63659452634568,-0.296701554798199,1.68155994111801,-0.176444233442509,0.859944956477726,NA
"TMPRSS6",1.99311751957132,0.937899809284542,2.79908643055026,0.33507354365623,0.737569609522711,NA
"RP1-151B14.6",2.00657133598405,2.24402287811683,2.23621351879222,1.00349222436006,0.315623426725412,NA
"LGALS2",1.63940933868521,4.01083908801032,3.51545188023963,1.14091707827243,0.25390443173381,NA
"GALR3",1.73603669537228,-1.11025125445679,3.81008010168614,-0.29139840234998,0.770746636297795,NA
"MGAT3",1.86807685438277,0.49838028206429,3.76747568329904,0.132284936641682,0.894758921483389,NA
"MIR378I",1.80861241349272,-0.464030142180583,2.2860956511424,-0.202979320637218,0.83915119549958,NA
"RP4-669P10.16",1.5892894470914,3.96771306502602,3.5373380196187,1.12166636126386,0.262004324295046,NA
"ATP5L2",1.57647008299446,0.379660382671028,2.43235611519521,0.156087498988839,0.875964051950236,NA
"MIR1249",1.6200759877976,0.925269348044876,1.75269643999746,0.527911922983206,0.597560468927041,NA
"SMC1B",1.91622134602294,1.66700065917531,2.83560334100618,0.587882174868573,0.556611381751315,NA
"ADM2",1083.85327414586,-0.841042573501069,1.38601168902343,-0.606807705996807,NA,NA
"CTA-384D8.35",1.79139157531456,4.13851783746239,2.46823815524968,1.67670928701114,0.0935993436826347,NA
"RNU6-882P",1.97342296019239,-1.78358084631546,1.80165454671811,-0.989968276418151,0.322189625139753,NA
"FANCD2OS",1.53438246770289,0.356987073210485,1.94355758989275,0.183677126454578,0.854266754041584,NA
"GRIP2",1.89031091422578,4.21758149616666,3.38115387783974,1.24737934106132,0.212258437874233,NA
"EAF1-AS1",2.02963540838224,-0.714031533776978,2.38157075621261,-0.299815376853424,0.764317985558441,NA
"AC104297.1",1.56065410799138,-0.258610658284758,2.96325580456522,-0.0872724716800825,0.930454934930441,NA
"Y_RNA.42",1.82447068566472,-0.578653449408113,2.24228933353716,-0.258063685517024,0.796357757285584,NA
"MINOS1P3",1.77665434782287,4.12714602986737,3.43463413335598,1.20162610328301,0.229508423320588,NA
"HNRNPA1P21",1.96015723576286,-1.81083342423077,1.7988360316904,-1.0066695309239,0.3140936088208,NA
"Y_RNA.43",1.63659452634568,-0.296701554798199,1.68155994111801,-0.176444233442509,0.859944956477726,NA
"MIR1226",1.84493926126111,-0.580803740201597,1.59717780610279,-0.363643758373274,0.716124046192854,NA
"RP11-148G20.1",1.86764304538173,-0.973481111132681,3.76806031902813,-0.258350723903423,0.796136242548318,NA
"BSN-AS2",1.69579522688808,-4.37448015366572,3.93600910056441,-1.11139990835855,0.266396251765878,NA
"U73169.1",1.75650681118986,4.1120993650845,2.49007154934548,1.65139807575625,0.0986573174995851,NA
"RNA5SP132",1.72314452935471,-3.30516242256552,2.28926684589498,-1.443764595854,0.148805204074178,NA
"ITIH3",1.84828027507566,-4.50187268305038,3.93354862219816,-1.14448125990995,0.252424105359721,NA
"RNU6ATAC16P",1.7674910395898,-0.901602171624512,2.27951334035572,-0.395523972447477,0.692456233398657,NA
"RPP14.1",2.01935947652644,-0.318382383590166,1.47961522389842,-0.215179175266464,0.829627626370923,NA
"RP11-245J9.6",2.01588702336526,0.976373908498403,1.76467350576699,0.553288699188598,0.58006573807042,NA
"RP11-803B1.8",1.54023356256305,-4.24029206674959,3.93884436007532,-1.07653201779938,0.281689389486477,NA
"RP11-446H18.1",1.56231370303674,1.03635238177577,3.86359235858596,0.268235436244382,0.788518099915066,NA
"BTLA",1.83426241671188,-4.48957557445086,3.44381424362048,-1.30366368707825,0.192348275712325,NA
"CD200R1",1.72330107427846,0.286043800301867,3.83420913449381,0.0746030772626675,0.940530525647401,NA
"RP11-435F17.1",1.54679383685909,1.53538393880765,2.40955404772312,0.637206681567694,0.523990226074049,NA
"RP11-71H17.1",1.9329232233588,-0.140881565806998,1.87153242344944,-0.0752760486763767,0.939995077790524,NA
"NUP210P3",1.86537474957689,-4.5115959117318,3.93336952054836,-1.14700535715313,0.251379406849113,NA
"ISY1-RAB43",96.418621016447,-23.8122599934301,3.90728322093409,-6.09432658115257,NA,NA
"RP11-517B11.2",1.64154323576443,0.0377188833196211,2.99020811679834,0.0126141331460257,0.989935644816168,NA
"SNORA58",1.62182099859913,-0.661143423888167,2.93447687069681,-0.225301971363357,0.821744366168108,NA
"NPHP3-AS1",1.58718555685045,-0.210341296541967,3.0303916388311,-0.0694105982364382,0.944662793094338,NA
"TF",1.81870625027938,-4.47793998141129,3.40096019432363,-1.31666933029242,0.187949488305005,NA
"RP11-102M11.1",1.9041415020247,0.762412518587779,1.79829184597248,0.423964842133553,0.671591453875236,NA
"RP11-343B5.1",1.961379416449,-2.50956172005756,1.85136747765907,-1.35551788088594,0.175252615585185,NA
"Y_RNA.44",1.55382744079091,2.81535558862582,2.47116209006554,1.1392840639406,0.254584692969047,NA
"RP11-217E22.5",1.58864048832823,3.96309319846,3.93168502691793,1.00798847601653,0.313459994582934,NA
"RP11-451G4.2",1.54023356256305,-4.24029206674959,3.93884436007532,-1.07653201779938,0.281689389486477,NA
"RP11-816J6.3",1.97750012274601,1.63777172183638,2.21621790874333,0.738993993043334,0.459910644956418,NA
"BZW1P1",1.74405527250573,1.09451199526807,1.64203106463217,0.666559859215119,0.50505331637799,NA
"RP11-494H4.3",1.77608980795837,-1.13164847303569,2.87663492028254,-0.393393150120191,0.69402912810495,NA
"SNORA81.1",1.9278227222117,-1.23521445499116,1.8284454470054,-0.675554448186666,0.499323570881413,NA
"RP11-537I16.2",1.88785181240756,-1.68807474457519,2.24118980591883,-0.753204721937023,0.451326902290426,NA
"SNORD66",1.94859127590661,0.248130593030148,1.95877776331371,0.126676235394045,0.899196655695467,NA
"RP11-175P19.2",1.46136012533495,1.74407697659406,2.41010766165539,0.723651065196039,0.469279982604986,NA
"TM4SF19.1",1.59543298291483,-2.12413622483525,2.83328628072623,-0.749707588423006,0.453430836206955,NA
"AC073135.7",1.96141958597694,-1.21846784597307,1.59449662910861,-0.764170850994053,0.444765434752794,NA
"RP11-1396O13.2",1.58519122367291,0.888094435508491,1.72868936022418,0.513738590600988,0.607434767437477,NA
"UNC93B8",1.92239610540092,2.26828605537332,2.07662686643597,1.0922935131174,0.274704110685797,NA
"AC006160.5",1.61698030602262,-1.28917059168756,2.8783271204521,-0.447888838807546,0.654233423828411,NA
"AC069200.1",1.83791401588288,0.420605279636259,1.6731139248844,0.251390699330484,0.801512057735102,NA
"GLDCP1",1.77927477476261,-1.01363553762816,2.93161864934572,-0.345759683939241,0.729523326034107,NA
"RP11-1267H10.2",2.01278271912178,-4.61594173534604,2.35553788256937,-1.95961260886667,0.0500410864968477,NA
"HNRNPA1P55",1.55865977481384,0.855577566269323,1.81883074817413,0.470399770362477,0.638069428208044,NA
"AC097711.1",1.77959735394718,4.12963760436968,3.52793788722676,1.1705528091414,0.241778575410078,NA
"RP11-576N17.2",1.90347369851338,-1.13828982181305,1.85356332536814,-0.614108946931699,0.539143336422083,NA
"SLC25A14P1",1.67901841999061,1.92857574190522,2.16322122431581,0.891529594951711,0.372645121833782,NA
"RP11-710F7.3",1.45204443795375,3.83720947854431,3.63552325779623,1.05547653155995,0.291207437282818,NA
"SETP20",1.55988195549999,0.290881101530223,2.01588285795341,0.144294645089415,0.885267806657591,NA
"RP11-477G18.2",1.89261030220213,-0.716738867501933,1.98379711945172,-0.361296455405694,0.717877843197522,NA
"CETN4P",1.90636858599387,4.22655665030071,3.92753585697064,1.07613445280184,0.281867129248293,NA
"FOSL1P1",1.99870280894685,-1.37529069399719,2.14098737972121,-0.64236282148299,0.520637633497385,NA
"RP11-192C21.1",1.70410991284696,0.21439814096299,1.69419728052777,0.126548509684894,0.899297752484742,NA
"RP11-553P9.3",1.83555031707135,-4.48427287400101,3.45868465824758,-1.29652550524021,0.194794498786525,NA
"SLC7A11",4320.69437909613,1.01380569277728,1.05290814520474,0.962862427643341,NA,NA
"RP11-557J10.3",1.68152850103622,1.45060876204354,2.24876566549557,0.645068885700843,0.518882546056211,NA
"RP11-557J10.4",1.9047675957869,-2.42371322381934,2.11802925631662,-1.14432471439716,0.252488997488458,NA
"RP11-768B22.2",1.50510733567187,3.88736003499562,3.93302382773521,0.98838964757407,0.322961855627512,NA
"AC097467.2",1.92317611853244,-1.71703360932296,2.90647072441248,-0.59076239609124,0.554679634029894,NA
"U3.3",1.63430408434271,-0.259393222122884,1.68202550370519,-0.15421479730925,0.877440375193977,NA
"TRIM60P14",1.90554604169489,4.22913258061752,2.56422830921744,1.64928082472819,0.0990901161720218,NA
"HADHAP1",1.93862039884963,-2.46850584639381,2.30960528762018,-1.06879987659595,0.285159854965563,NA
"RP11-301L8.2",1.66615593730641,1.3535932467786,3.84565681371191,0.351979729952055,0.724853464133742,NA
"HSP90AA4P",1.81408100396753,1.91640121512258,2.00773431590162,0.954509369065587,0.33982586909032,NA
"RP11-480D4.6",1.67155576025317,1.17179831603758,2.8673958001687,0.408662911471322,0.682787055259238,NA
"RP11-419C19.3",1.80315008384688,-4.46614298803742,3.37984319122038,-1.32140538343283,0.186366231994078,NA
"OFD1P17",1.74394365030532,1.27019274254595,3.81416854686246,0.333019562963679,0.739119516094473,NA
"SNORD72",1.99902833719074,-0.30541186913419,1.94638333479889,-0.15691249697519,0.875313810704998,NA
"NIM1",1.83452016014547,1.54563908479927,3.76206724299749,0.410848340809494,0.681183744128029,NA
"CTD-2035E11.4",1.89272405204352,-3.45430470608246,2.15920723256544,-1.59980230428288,0.109642447483768,NA
"HNRNPH1P3",1.44580395890245,1.79677296995384,2.92173644150249,0.614967505087439,0.538576180403018,NA
"RPL3P6",1.55514715212472,1.56584305748954,2.03655520569823,0.768868456454482,0.441971404801247,NA
"CTD-2375G15.1",1.53016728146878,3.91025343617331,3.61807249608452,1.08075596616845,0.279805680570054,NA
"RN7SL153P",1.71711582870592,-0.414843016193508,2.28176971375928,-0.181807574047445,0.855733740357294,NA
"CTD-2060C23.1",1.59897977821782,-0.190706118415305,2.96045906183208,-0.0644177522580859,0.948637595125642,NA
"CTD-2179L22.1",1.86888891248719,0.311994023549033,1.7499256527002,0.178289873668413,0.858495331050146,NA
"BHMT2",1.90636858599387,4.22655665030071,3.92753585697064,1.07613445280184,0.281867129248293,NA
"RP11-213H15.1",1.7507442395306,-2.27452309407527,2.1681792628138,-1.04904752715117,0.294156244731038,NA
"RAB5CP2",1.63357056115807,-4.32413102937041,3.46870164030756,-1.24661371249762,0.212539171323592,NA
"RP11-348J24.2",1.64392187746341,-1.58163438878537,3.82606855400131,-0.413383703522847,0.679325512447458,NA
"POU5F2",1.63922124670202,1.90016683260075,2.86660899622918,0.662862230286825,0.507418793458355,NA
"AC008592.3",1.50969510051421,3.89544270171378,3.93287759319713,0.990481551841812,0.321938801880128,NA
"RP11-254I22.1",1.77321344172113,4.12472867718853,2.4443038444939,1.68748606540058,0.0915099271120273,NA
"CTC-506B8.1",1.89527692817149,1.42050123942706,2.85600243593074,0.497373959334223,0.618925365523334,NA
"TICAM2",175.856036999937,-0.380678355240552,2.15782420670345,-0.176417686880119,NA,NA
"ZNF474",1.97966343924369,-0.69312463174353,2.8619300336644,-0.242187832543222,0.80863462267811,NA
"AC004237.1",1.60669864116767,1.10092845309272,3.86192568663122,0.285072407504835,0.775588668960256,NA
"RP11-215P8.1",1.91352890599328,-0.705511340770951,1.64048128569867,-0.430063632497019,0.667149353815023,NA
"SLC4A9",1.69579522688808,-4.37448015366572,3.93600910056441,-1.11139990835855,0.266396251765878,NA
"PCDHA3",1.61036518322611,-0.437167978268212,3.83954243652914,-0.113859394835443,0.909349254401731,NA
"PCDHA10",1.98474051788638,-0.724010394189188,3.72808741737807,-0.194204242855008,0.846015960801272,NA
"PCDHGA1",1.74349935510972,-0.495765071163427,2.91982828957872,-0.169792543257726,0.865173291397329,NA
"PCDHGB8P",1.55378278198247,-0.114046119194233,2.96645858103467,-0.038445208681948,0.969332716290218,NA
"GLRA1",1.89674843123365,1.42121124947395,2.79847744461541,0.507851600593931,0.611557419240544,NA
"CTB-11I22.1",1.47710438375065,3.86121311915194,2.58757360952271,1.49221382724805,0.135643098621377,NA
"TLX3",1.39898154023562,3.78529037344787,3.72939509439138,1.01498776011706,0.310111662083665,NA
"DUSP1",1273.624111454,-2.37557141147833,1.13315501219847,-2.09642227753943,NA,NA
"SNORA74B",1.91063638015231,-2.53406462485379,2.7750060771476,-0.913174441570423,0.36115080375433,NA
"RP11-91H12.4",1.72111652147674,2.09981916872793,2.89104164354672,0.726319239785104,0.467643087309605,NA
"RP11-889L3.4",1.76959338960958,-2.42884458714693,2.8243202959599,-0.859974908165094,0.389802874187961,NA
"RP11-281O15.4",1.71627582890023,1.38925546532342,2.89005388044273,0.480702271582077,0.63072811644633,NA
"MIR1229",1.779902408746,-0.00256152882228423,1.55626123293389,-0.00164595041505672,0.998686722168958,NA
"Y_RNA.45",1.82775291920172,-1.60220768200139,1.71277538550597,-0.935445298642056,0.349558861365244,NA
"FOXO1B",1.65677960695219,-4.34738271063208,2.66795024737022,-1.6294841760701,0.103210562032564,NA
"RP11-360O19.5",1.50510733567187,3.88736003499562,3.93302382773521,0.98838964757407,0.322961855627512,NA
"KRT18P38",1.91881176612442,4.23861595213936,2.44014795197684,1.73703235851151,0.0823814594187374,NA
"RP1-30M3.6",2.00790153351243,1.4268606117396,1.85292735337381,0.770057503410249,0.441265783020723,NA
"HIST1H2AB",1.80861241349272,-0.464030142180583,2.2860956511424,-0.202979320637218,0.83915119549958,NA
"HIST1H3F",1.7550353081277,4.11006395129513,3.44811345188138,1.191974686637,0.233271170938219,NA
"RP11-239L20.3",1.57066701830237,1.03913974411602,3.02913500429044,0.343048343056413,0.731562091821036,NA
"RP1-265C24.8",1.78950945175722,-2.30576419713059,2.81211758728005,-0.819938756316654,0.412251021401253,NA
"IFITM4P",1.67232469977033,4.03882207970176,3.58311370939137,1.12718222397351,0.259665444586553,NA
"ETF1P1",1.4898985212071,-1.39047093921224,3.8704434176126,-0.359253653698915,0.71940534209439,NA
"TRIM39-RPP21",34.8666899839703,0.303837414757628,3.73047190233956,0.0814474475915705,NA,NA
"PTMAP1",1.56187628867753,-0.794383530101695,2.28104579265362,-0.348254091461075,0.727649368048241,NA
"XXbac-BPG299F13.14",1.95717344010318,-4.58448356121814,3.29436908153085,-1.39161200453223,0.164039921693063,NA
"LTB",1.90357663865531,4.22735146789166,3.39402547443661,1.24552732433258,0.212937977956099,NA
"SNORA38",1.48287327582887,-0.134393882125269,2.97439776338178,-0.0451835607798696,0.96396099746462,NA
"LY6G6C",1.91537086002268,4.23635174434932,2.38599092845129,1.77551041533049,0.075813647352108,NA
"Y_RNA.46",2.00650174703765,0.888818727123728,1.79817401107127,0.494289608041998,0.621101663215641,NA
"RP11-513I15.6",208.088191901204,-24.9270163168776,3.90700500273629,-6.38008303020339,NA,NA
"RPS10-NUDT3",32.7641424906914,0.783066192143891,3.73131114999752,0.209863546797595,NA,NA
"RN7SL502P",1.99337345886882,0.885638766239791,2.83561153248655,0.312327255018312,0.754791828813269,NA
"TDRG1",1.61801439472557,-4.31092367092412,3.46846844685307,-1.24288968949261,0.213908485622999,NA
"APOBEC2",1.83118874860315,4.16958418228161,3.46146851559823,1.20457088183597,0.228369003233247,NA
"RN7SK",205.039025059949,-2.32839417241061,1.45785230469192,-1.59713996055496,NA,NA
"RPS16P5",1.79409033576317,-2.41390995255037,2.16359546356259,-1.11569375754542,0.264553243554466,NA
"GAPDHP42",1.95055805339177,-4.57270742575004,3.35617432368864,-1.3624761364375,0.173047670233377,NA
"RP11-154D6.1",1.72814176685498,0.826940736302621,3.83291740197399,0.215747079724895,0.829184900997849,NA
"MIR30C2",2.01001224208579,2.2431490854117,2.1088656872375,1.06367565226503,0.287475657918795,NA
"RP1-3J17.3",2.02075539372814,-0.515263002415029,3.75378788259074,-0.137264815842341,0.890821480037962,NA
"RP1-121G13.3",1.97491569955859,-0.760337940665802,2.33584407052715,-0.325508860055976,0.744795978080507,NA
"RP1-128O3.6",1.80625625181643,-0.948549146762432,1.98473762804017,-0.477921682625163,0.632705948205962,NA
"RP1-249I4.2",1.87143054059224,-1.64226231244121,2.83219499962137,-0.579854957960436,0.562012432444531,NA
"BRD7P3",1.92816499747913,-0.359443533098047,2.85808525539585,-0.12576375474435,0.899918933437412,NA
"PPP1R14BP5",1.93299493994618,-0.639671980047751,2.86618602158497,-0.223178808085185,0.823396344703182,NA
"RP11-439L18.1",1.96740212018373,-4.57882135690463,3.34006821515396,-1.37087659950489,0.17041342715754,NA
"ZC3H12D",1.65703368252362,-0.506893808543174,2.89068918725398,-0.175353964299669,0.860801511209725,NA
"LDHAL6FP",1.57391983242091,-0.234597753879507,2.96232923513415,-0.0791936801274836,0.936878571333749,NA
"PLG",1.91809903988975,-1.68722964655527,2.82638534734805,-0.596956691747064,0.550536295601601,NA
"GAPDHP72",2.01854529078104,1.4006137628484,1.59829895159376,0.876315260954002,0.380858670921989,NA
"AC073957.15",1.78759391741438,-4.45419047335059,3.37369560686697,-1.32027040740852,0.186744752072972,NA
"Y_RNA.47",1.52614552783308,2.77359620459124,2.33148423031736,1.18962683449663,0.234193093954899,NA
"STK31",1.65561806923906,4.02490274478304,3.93064294530111,1.02398075856638,0.305844363286286,NA
"AC006026.10",1.97139707995541,0.616675468693235,2.21679101946413,0.278183853723074,0.780871228739789,NA
"TCP1P1",1.57680848898881,0.62478376930685,3.84960269490957,0.162298247071839,0.871070995014541,NA
"URGCP-MRPS24",50.804978181715,-0.379863907870194,3.72866465398201,-0.10187666178682,NA,NA
"CICP20",1.52972986710957,1.05786691673045,1.88474882909868,0.56127739696559,0.574608447789025,NA
"IGFBP3",900.935409880435,-4.72181615974716,1.16937081811572,-4.03791174415976,NA,NA
"RP11-775L16.1",1.84320319643297,-4.48770545404906,2.42997161940171,-1.8468139373389,0.0647741112152171,NA
"GS1-124K5.7",1.72170270962592,-1.66381813660641,2.81147446508705,-0.591795571066975,0.553987489327689,NA
"RNU6-96P",1.96618856196608,-0.232624835430167,1.83496363825788,-0.126773539584153,0.899119639086421,NA
"AC114737.3",1.90115170945096,0.330134230683118,2.3077673287521,0.143053516084585,0.88624791605545,NA
"DPY19L2P4",1.88301111983104,-2.4452100296648,2.2899500182866,-1.06780061142748,0.28561046221888,NA
"MIR1285-1",1.64531566702413,0.169207132868506,1.97207106664027,0.0858017420015073,0.931624021670655,NA
"AC006378.2",1.76711639584459,0.867244816437326,2.82640436295828,0.306836780965628,0.758967610616114,NA
"RP11-682N22.1",1.58864048832823,3.96309319846,3.93168502691793,1.00798847601653,0.313459994582934,NA
"ATP5J2-PTCD1",1.94076079075636,-0.632848625862511,2.31285224292764,-0.273622592103611,0.78437467037065,NA
"RP11-395B7.2",1.87527731399375,1.61870102257595,2.84391385902586,0.569180749775034,0.569233483128352,NA
"AC004112.4",1.61715791181125,-0.158906963358954,2.95923086688819,-0.0536987381204408,0.957175188187107,NA
"IMMP2L-IT1",1.93470840368826,-0.546781864294945,2.83404913111114,-0.192933092899688,0.847011367518175,NA
"RNU1-72P",1.66923114563632,-0.948834681095822,2.34478391103309,-0.404657621809497,0.685729196725791,NA
"RN7SL306P",1.45204443795375,3.83720947854431,3.63552325779623,1.05547653155995,0.291207437282818,NA
"AC009274.6",1.71881559327921,1.98072242239617,2.85477332429655,0.693828264940875,0.487789914691859,NA
"LUC7L2",13.5034441507899,7.05272038452537,3.25572466248311,2.16625209920127,NA,NA
"MTRNR2L6",1.73921457992921,0.51247632707494,1.64213256480582,0.312079754130897,0.754979912555008,NA
"KEL",1.75648158454937,-4.42980759933479,3.39690774445064,-1.30407062322241,0.192209504010181,NA
"AC073342.12",1.63150238375217,0.476129369623711,3.84335309516609,0.12388384773248,0.901407242064478,NA
"EEF1A1P10",1.85476883278432,1.22886888027187,1.72493603886485,0.712414172226682,0.476208342085424,NA
"OR2A42",1.80780422466138,0.325641491496454,1.87150601912355,0.173999703003337,0.861865695639419,NA
"AC004889.1",50.9064943842719,-0.776037079436975,1.54756452685721,-0.501457009364869,NA,NA
"RN7SL569P",1.975933041238,-2.45846214674794,2.28387283798389,-1.07644440875183,0.281728550413335,NA
"RP11-585F1.2",1.61752573722406,0.279352404027418,1.68595174226482,0.165694187457674,0.86839762056241,NA
"RP11-43A14.1",1.52101085407211,-1.42981053973236,2.90920551891734,-0.491478010211002,0.623088401256192,NA
"RP11-481A20.11",1.86537474957689,-4.5115959117318,3.93336952054836,-1.14700535715313,0.251379406849113,NA
"RP11-419I17.1",2.02639071881874,-2.53836405696008,2.76600923832778,-0.917699052406155,0.358776443913095,NA
"RP11-138H14.1",1.71752382364667,1.06600261857677,1.73349576655981,0.614943883417898,0.53859178066778,NA
"RP11-875O11.2",1.80861267740763,0.176734690035318,3.80093480625756,0.0464976904482432,0.962913574852503,NA
"RP11-598P20.5",1.50969510051421,3.89544270171378,3.93287759319713,0.990481551841812,0.321938801880128,NA
"RP11-396J6.1",1.86060731380893,-0.153735613338838,2.28406493008635,-0.0673078997509172,0.946336588060983,NA
"RP11-383H13.1",1.68067801503597,4.04573761054186,3.53305316754081,1.14511087682213,0.252163230404971,NA
"RPL3P9",1.98957521354883,0.649402297944443,1.75744007098065,0.369516041353306,0.711743118632679,NA
"STAU2-AS1",1.61698030602262,-1.28917059168756,2.8783271204521,-0.447888838807546,0.654233423828411,NA
"RP11-941H19.2",1.8713989935328,-0.0476716914075781,1.61205999247076,-0.0295719090047716,0.976408468878749,NA
"HNRNPA1P36",1.80303761031176,2.97675870423975,2.82596533802895,1.05335994896384,0.292176052886716,NA
"MIR3150B",1.86333517017111,1.39850324031939,3.77356848409266,0.370604971452016,0.710931778676408,NA
"RP11-347C18.4",1.82661294129752,-1.51265365184163,2.28322781494952,-0.662506667945032,0.507646562901353,NA
"AC104986.1",1.58338943917144,-3.18211008066877,2.81945425892162,-1.12862624765044,0.259055533367216,NA
"RP11-302J23.1",1.83041954517108,0.656148974308156,3.83510099637705,0.171090402815469,0.864152682053531,NA
"BAALC",1.48201679291455,3.86573565888483,2.62887501124451,1.47049047305402,0.141428964044456,NA
"KB-1254G8.1",1.97966343924369,-0.69312463174353,2.8619300336644,-0.242187832543222,0.80863462267811,NA
"RP11-775B15.3",1.56121002538739,1.63219352606137,1.95428948380946,0.835185134844899,0.403613478037911,NA
"RP11-539E17.5",1.98022797910818,4.28119598569451,2.43638398143073,1.7571926339708,0.0788849803811538,NA
"MIR548AA1",1.88307683950436,-1.72784420987402,1.79296789151822,-0.963678277813963,0.335207248151787,NA
"7SK.2",1.78647916615066,4.13473832979738,2.42751546309474,1.70327991424045,0.0885156976098476,NA
"RN7SL412P",1.46531016238328,3.84987433457551,3.64992410573911,1.05478202369249,0.291525027918321,NA
"RP11-125B21.2",44.1823299138832,-0.51951209474298,1.46428893886595,-0.354787966332197,NA,NA
"RP11-509J21.1",1.54023356256305,-4.24029206674959,3.93884436007532,-1.07653201779938,0.281689389486477,NA
"RP11-39K24.12",1.83555031707135,-4.48427287400101,3.45868465824758,-1.29652550524021,0.194794498786525,NA
"RP11-390F4.2",1.78470892870864,-1.57985820467393,2.36086268558866,-0.66918682493387,0.503376309559725,NA
"RP11-120J1.1",1.88259893211232,2.26101732082813,2.7882323030883,0.810914255000842,0.417414913428667,NA
"AL353671.4",1.80739622972063,-1.04189996046482,1.62316704973767,-0.64189324237035,0.520942502207637,NA
"FAM205A",1.47857588681281,3.86243938484006,3.68713977512884,1.04754352164615,0.294848970405169,NA
"RP11-112J3.16",1.84789537913443,4.18222114753511,3.41417206252207,1.22495910309971,0.22059062987113,NA
"Y_RNA.48",1.85340446264206,-0.136301405395473,1.8970410039906,-0.0718494777438922,0.942721696991092,NA
"CHCHD4P3",1.93761599348005,0.195776766372727,1.62931537124941,0.120158914490937,0.904357263389204,NA
"RP11-290L7.2",1.91352317299413,0.858079221916966,3.7563249305289,0.228435834968129,0.819307433533645,NA
