"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NLRP6",3.30186674855028,-5.32748738439814,2.93429487949768,-1.81559372973113,0.0694327161757961,0.124144412712471
"SYNJ2BP",584.841374644054,-0.527096957531835,0.290368261898804,-1.81527056051165,0.0694823408317435,0.124223570296826
"PRRT4",10.6013498007881,2.73974081446171,1.50963075176227,1.81484168314898,0.0695482426025581,0.124331814383005
"FAM198B",611.786964297921,-0.612172545580446,0.337363790064038,-1.8145769155138,0.0695889527069377,0.124395009968621
"RASSF8-AS1",49.3203757414283,0.62943674127736,0.346886895381275,1.81453018161878,0.0695961404416558,0.124398276907729
"RP11-1212A22.4",463.980434000986,-0.677591604097146,0.3735239365004,-1.81405135757992,0.0696698193333603,0.124520382525116
"LRP2BP",56.3925546614979,-0.904273807135312,0.49854181393154,-1.81383743923932,0.0697027566370981,0.124569657787908
"ATP6V1G1",2737.69742436668,0.327420247981221,0.180546618876463,1.81349421007576,0.0697556308174827,0.124654553015488
"RP11-439E19.9",7.85287706188664,-1.60068790551369,0.882703879686849,-1.81339171872855,0.0697714259106593,0.124673179283537
"RP11-104G3.2",67.9389974956496,-0.647476908330386,0.357164416164721,-1.81282591161538,0.0698586761339863,0.124819474610636
"RP11-382B18.4",2.34251419100287,-3.75700493640711,2.07250907288261,-1.81278093570976,0.069865615479314,0.124822263590756
"RP11-514P8.8",72.5188044847968,-0.764381425713844,0.421710450527243,-1.81257406535261,0.0698975408525889,0.124869688869747
"EXO5",207.237436422065,0.546414830017937,0.301475960971007,1.81246567141878,0.069914273581864,0.124870745058327
"GNPTAB",3121.66246141328,-0.373730655400314,0.206199872155334,-1.81246792975107,0.0699139249304557,0.124870745058327
"SERPINB12",3.7554108238689,5.20647127483925,2.87257010102378,1.81247840495996,0.0699123077396666,0.124870745058327
"TUBBP5",214.703600298166,-0.568715692509227,0.313802534427276,-1.81233619909155,0.0699342644833189,0.124896838024537
"RP11-196G11.2",3.28502268175831,-5.32313521215799,2.93763481421897,-1.81204797355769,0.0699787841862541,0.124966730024206
"CTC-451P13.1",10.3335940582699,1.5295564082799,0.844182078039568,1.81187974498578,0.0700047797458366,0.125003533764821
"DCAF13",2046.9673745373,0.36676318006251,0.202449677064917,1.81162640207573,0.0700439425726171,0.125063842069957
"STX11",8.08118109235555,2.75911734840893,1.52313953569236,1.81146722526294,0.0700685579990014,0.125098168631497
"GPD2",3665.98362309958,0.363401898159574,0.200677640004347,1.81087388785169,0.0701603754626927,0.125252461056782
"AC003104.1",3.34217026884563,-5.34238183295542,2.9509560117398,-1.81039019616077,0.0702352985567832,0.125376571718008
"GAK",2439.99749477975,0.279356267472421,0.154372237867206,1.80962763338787,0.0703535516750247,0.12557800548177
"RP11-448G15.1",3.40414452686638,-5.3677982561176,2.96658304810466,-1.80942119909539,0.0703855922001082,0.125625534398224
"RP11-1293J14.1",5.53093579546024,-2.11922257329293,1.1713445761852,-1.80922216773714,0.070416495054833,0.125671025625389
"RPS6KC1",978.075996346219,-0.351224442740091,0.194140722175875,-1.80912298462509,0.0704318990006948,0.125688851365484
"ISM2",46.8147942961307,-1.23903724692111,0.684935545336919,-1.80898371438969,0.0704535334695651,0.125717792154518
"AC024937.4",15.3003506645769,-1.19926049442149,0.662977891361814,-1.80889967832578,0.0704665904077816,0.125731423862827
"CTD-2514C3.1",3.71217274447856,5.19015289846635,2.86970382415383,1.80860228668258,0.0705128129927834,0.125804225394874
"ATF2",1119.46616161615,0.509264883190054,0.281615294386557,1.80837082836494,0.0705488049909986,0.125858764411645
"PSMD10P2",4.15423271287516,3.13358521789763,1.73290777550316,1.8082815843952,0.0705626865416356,0.125873853132842
"PRRG1",801.135625007519,0.243095268655871,0.134449775114974,1.80807493688993,0.0705948383536042,0.125921528591995
"ZNF204P",255.081710302714,0.803058177654972,0.444163990469383,1.80802180025066,0.0706031077034615,0.125926600336761
"CTC-448F2.6",19.4026463424139,-1.53046611710493,0.846563791993907,-1.807856810767,0.0706287891323717,0.125962724827794
"RP11-435I10.5",2.06839199814037,-4.64209750002633,2.56786792596882,-1.80776334058339,0.0706433416281047,0.125978997426237
"HECW2",23.9501680382649,1.6153000805805,0.893579911197278,1.80767277815837,0.0706574437566851,0.125994464441425
"HNRNPA3P11",2.05752827832423,4.33987265302484,2.40118636243743,1.80738684881563,0.0707019830309959,0.126064199614578
"AC017002.1",2.05605677526208,4.33874778378177,2.40119047066699,1.80691529338635,0.070775487618997,0.126185566310339
"RP11-838N2.4",3.8202679429544,5.23064181759297,2.89540052899352,1.80653480070034,0.0708348433048351,0.126281690230344
"SNORA71C",10.7745212501896,-1.37685474406708,0.762265629108867,-1.80626633484276,0.0708767477073998,0.12634669028292
"RP11-314O13.1",7.26565508779304,-4.02243201925005,2.22827432963475,-1.80517809937226,0.0710468168754726,0.126640132568815
"RPGRIP1",11.3037644301923,-1.5530489332041,0.860373539267658,-1.80508681674013,0.0710610976985462,0.126655860178777
"FAM65B",3.69055370478339,5.1819276298008,2.87150538705757,1.8046031371408,0.0711368068221704,0.126781063794266
"KCTD4",4.53793971908121,4.44017175210472,2.46100780568252,1.8042087236994,0.071198592277363,0.126881435120406
"CTD-2292M16.8",26.7729958980672,0.99644513467187,0.552398594742994,1.80385168274273,0.0712545612049384,0.126971426324033
"FPGT",645.347746041384,-0.44476334187551,0.246594327433723,-1.80362357278899,0.0712903380788048,0.127025425422872
"CTA-292E10.8",16.1726328987052,-1.86040581746897,1.03152220001808,-1.80355383280782,0.0713012790691126,0.127035166945798
"HMGA1P4",16.3805118255862,-1.19344841343573,0.6617997493038,-1.80333766323002,0.0713352010616278,0.127085848333328
"KNTC1",1796.03306053189,-0.43205439670845,0.239620016861076,-1.80308140516884,0.0713754309949935,0.127147758867962
"TTLL5",1065.81812573716,0.264682576056998,0.146798179249511,1.80303718622504,0.0713823748043715,0.127150368751236
"FIP1L1",1507.55901961933,0.297058744554892,0.164758654258107,1.80299326850246,0.0713892718602377,0.127152894960276
"RP11-298C3.2",57.3706621813846,0.781331099758789,0.43342742638176,1.80268033862397,0.0714384317243963,0.127230690158836
"RASL11A",61.5319637532741,-1.1319946494317,0.628003928414038,-1.80252797508838,0.0714623773850352,0.127263570775928
"RP11-767N6.7",46.3058668947022,-0.800649101696804,0.444299201573833,-1.80204938217462,0.0715376364828426,0.12738782072384
"GLRX",376.52747475161,0.762362668778106,0.423177036342292,1.80152182965207,0.0716206697567391,0.127525894101151
"FRMPD4",6.13234310257359,3.05264680986756,1.69495798817397,1.80101620875941,0.071700325233631,0.127657932337714
"TMEM9B",1431.1332992866,0.350086305737049,0.194417492419446,1.80069345294175,0.0717512101047091,0.127738729986966
"RP11-41O4.1",3.84188698264957,5.23862384434532,2.90943623189638,1.800563211152,0.0717717520744553,0.127765499895985
"SLC25A41",3.31871081534225,-5.33199304375574,2.96139473264031,-1.80050061715409,0.0717816262266582,0.127773276688778
"SH2D6",6.52155935843738,-2.19774394879478,1.22068711108541,-1.80041546178085,0.0717950612043334,0.127787390170272
"CRELD1",746.79780980809,-0.611613533180202,0.339743136144383,-1.80022336910518,0.0718253752631833,0.127831542109506
"FBXO48",118.865299782756,0.824012585166306,0.457772739883906,1.80004730158305,0.0718531696088685,0.127871203150266
"MEIS3P2",11.9794951750437,1.67873217005129,0.932857692802775,1.79955869260994,0.0719303484838199,0.127998736973815
"RNU6-33P",9.80642412945932,-1.42564197787261,0.792427704454342,-1.79908144283559,0.0720057986437831,0.12812317526067
"ME1",3072.67922876698,-0.287983487663048,0.160114061137499,-1.79861459772569,0.0720796665982247,0.128244779393714
"SEMA4C",638.935724872938,0.541701055464764,0.301228790563798,1.79830438667859,0.0721287849754672,0.12832233359223
"ADAMTS19",3.70414407353449,5.18582812813323,2.88388421851415,1.79820954490506,0.0721438075577107,0.128339221661762
"FAM19A3",7.04281453785147,2.06997167972545,1.15137254103911,1.79782963892582,0.0722040089351667,0.128436471170947
"LINC00888",67.4951056357913,0.832758997495335,0.46330751080102,1.79742175138833,0.0722686901674092,0.12854167392744
"TIMM50",2543.69591051781,-0.294251035015443,0.163710808557355,-1.79738306595898,0.0722748272161438,0.128542738143326
"PATE2",3.272292723754,-5.31281417120552,2.955959814943,-1.79732286763444,0.072284377914943,0.128549873
"AC138123.2",288.196173279596,0.379619923691791,0.211261158423429,1.796922475124,0.0723479280457733,0.128653031498453
"AC005822.1",40.0469044995875,0.967767814771618,0.53863340556137,1.79670960764678,0.0723817329033571,0.128703283575016
"PRRC1",2957.68837152681,-0.22541690028914,0.125472418149166,-1.79654543695138,0.0724078132006193,0.128739793822108
"WDR31",242.789206577512,-0.366785415091516,0.204189682496588,-1.79629749459865,0.0724472161189226,0.128799984042282
"RP11-254B13.1",1238.81233723085,0.380172477080354,0.211662059846492,1.79612953476912,0.072473918213093,0.128837586663306
"ASCC1",1072.95110100214,0.273484313819738,0.152304591588403,1.79564063674994,0.0725516886186014,0.128965961202551
"PDE6D",305.613185014509,0.559600268417606,0.311715503990111,1.79522757531932,0.0726174487121238,0.129072968500495
"AC139099.3",35.6617079830775,1.00755509067396,0.561349667307366,1.79487964339039,0.0726728779260767,0.129154507876538
"RP11-40C6.2",34.9371454317201,0.951352495801873,0.53003984969818,1.79486975619588,0.0726744535659992,0.129154507876538
"STAG3L5P",479.888736276363,-0.656068273322572,0.365614213860538,-1.79442770125132,0.0727449287620609,0.129269855031387
"IMPDH2",10539.9260857524,-0.343092058665549,0.19126407895146,-1.79381335244147,0.0728429650123197,0.129434157568786
"UBR7",1730.25213320699,-0.419894250802233,0.234168781684849,-1.7931265123433,0.0729526972288994,0.129619215838945
"CTC-444N24.6",6.52462168901684,-2.8756067412296,1.60386798580578,-1.79291984544781,0.0729857415884583,0.129668000519401
"AC005197.2",3.09756159962733,-5.24564103220593,2.92641749092126,-1.7925128757191,0.0730508485509312,0.12977373646433
"AC006042.6",14.6457983258426,-2.00419524377954,1.11828410654891,-1.79220578388135,0.0731000085133933,0.129851128785215
"TDO2",3.08200543319483,-5.2386348145561,2.92431708502076,-1.79140450992472,0.0732284057373963,0.130069251519478
"AC012363.7",4.04253214126031,-3.10220610524153,1.73186009991856,-1.79125675647093,0.07325210208585,0.130101384036765
"NKG7",3.11311776605984,-5.25259563750851,2.93273156937687,-1.79102502675503,0.0732892789813771,0.130147493044594
"RP11-128L5.1",3.11311776605984,-5.25259563750851,2.93273156937687,-1.79102502675503,0.0732892789813771,0.130147493044594
"C9orf142",756.506425194584,-0.475607454579642,0.265715394584704,-1.78991305837957,0.0734678892389248,0.130454688099232
"PDLIM3",3.26817861496634,-5.3187186732071,2.97174948669671,-1.78976010495393,0.0734924852584617,0.130478396410525
"GS1-421I3.2",3.26817861496634,-5.3187186732071,2.97174948669671,-1.78976010495393,0.0734924852584617,0.130478396410525
"DNAJC24",349.691575178714,0.471850638470285,0.263697171559328,1.78936556535695,0.0735559611770404,0.130561127877381
"RP11-97O12.7",4.14895017624892,-2.6322394366428,1.47103934757619,-1.78937391510288,0.0735546173551311,0.130561127877381
"ZFP14",81.8461306645142,-0.824684097693551,0.46086710926375,-1.78941842695394,0.0735474538830658,0.130561127877381
"CTD-2555K7.2",6.29632825956106,-1.86829041890155,1.0442406700975,-1.78913776526929,0.0735926314463794,0.130616227486049
"RP11-77H9.2",446.647441904706,-0.86722260995937,0.484728429230844,-1.78908963795554,0.0736003806850175,0.130619991965886
"ZNF503-AS1",3.93818795975803,5.27370815676128,2.9487955186298,1.78842789316629,0.0737069994676692,0.130797327639539
"RP11-159D12.2",1100.04233442543,0.589819007275172,0.329802711696301,1.78839950781941,0.0737115756720756,0.130797327639539
"RP11-192H23.4",92.7019529456533,-0.59224238614469,0.331176442332682,-1.78829865425559,0.0737278368741885,0.130806179816235
"KB-1572G7.2",22.2787385194067,2.30634369525093,1.28968385054259,1.78830160142008,0.0737273616442489,0.130806179816235
"MCOLN2",174.310645238224,-1.64104774990015,0.91775824747633,-1.78810460642847,0.0737591325763086,0.130851700720912
"SNX25",458.116564303802,-0.330823572475427,0.185129860918292,-1.78698115384767,0.0739405346324931,0.131163489088963
"MEIS3P1",63.010107329393,1.14728229726115,0.642070788621573,1.78684705423866,0.0739622118216331,0.131191914701656
"CTB-75G16.3",2.14773728625646,-3.64340389711883,2.03935184096546,-1.7865499341173,0.074010259768574,0.131267108040433
"EIF3LP2",26.7394580784944,0.916045989717133,0.512765702667354,1.78648061863724,0.0740214725966875,0.131276160575674
"MPP5",1663.55566445812,0.215683052016285,0.120732871937478,1.78644845065871,0.0740266767258638,0.131276160575674
"PAX6",23.2588253701064,0.906744963725535,0.507598347503085,1.78634341145097,0.0740436720307816,0.131296266846759
"SLC38A7",1003.12629029607,0.411497766740704,0.23043070239324,1.78577664550302,0.0741354295917863,0.131448930396988
"WDTC1",1561.78772344781,-0.358260100622091,0.20063702663042,-1.7856130876681,0.074161926345647,0.131485866052695
"SETD8",2338.41758017977,-0.310554487093755,0.17399002012463,-1.78489827675922,0.0742778182402028,0.131681277650189
"RP11-343C2.7",2.13447156182693,-3.6434071213707,2.04201871356856,-1.7842182822133,0.0743882026977052,0.131866896441212
"STX12",1402.24337365911,-0.277360183499115,0.155475291144798,-1.78395024352006,0.0744317506060467,0.131934015738573
"ZNF213",521.54180911345,-0.382212488106566,0.214369952999904,-1.78295737232698,0.074593242659227,0.132203621738408
"ZNF404",60.927430295207,1.18482731439114,0.664533826147103,1.78294507784598,0.0745952441685823,0.132203621738408
"MORF4L1",7749.84549959544,0.2274610302317,0.127604832628793,1.78254244408903,0.0746608161413662,0.132309729765488
"HSD17B14",19.9075039767983,2.69192691542658,1.51040249411339,1.78225799144138,0.0747071697982317,0.132381766563134
"SWSAP1",125.944253448842,-0.504954186357291,0.283398563867086,-1.78178103469188,0.0747849461723395,0.132509469443247
"ZWINT",2926.18656521686,-0.703377718289655,0.394788529131563,-1.78165692867751,0.0748051947294825,0.132535228588582
"ZNF79",232.795903492539,-0.560741483237042,0.31474291871651,-1.7815857002397,0.0748168180508192,0.132545703307131
"ZNF416",169.050160037595,0.480614730639687,0.269780137072746,1.78150525036648,0.0748299479341845,0.132558845252771
"PPP1R13B",1121.19442574127,-0.36404017661735,0.204369878038821,-1.78128097991133,0.0748665601023689,0.132613580129429
"SENP5",1089.21726545227,0.213111136958979,0.119652412841202,1.7810851607465,0.0748985395581805,0.132660101203255
"BPIFB1",3.20241517866236,-5.28268296905115,2.96654534171711,-1.78075247823227,0.0749528959037753,0.132746246042034
"RP11-773D16.1",159.929909397246,0.39586593770419,0.222344180330238,1.78041960493964,0.0750073156596069,0.132832490028856
"ASAH2C",37.6829576532775,-0.810233300247459,0.455097414420422,-1.78035135901467,0.0750184768223552,0.132842118883963
"WDR46",1718.54197291847,0.469824113218022,0.263921233307337,1.78016792105132,0.0750484835914698,0.132877911345899
"RP11-155G14.6",19.5703230538287,-1.94721853775226,1.09384603147705,-1.7801577934354,0.0750501405516222,0.132877911345899
"ADH1A",4.57990808656138,2.94722367594362,1.6556663011081,1.78008314475635,0.0750623546029136,0.132889398552477
"RP1-34B20.4",12.0240034612133,-2.37272961678757,1.33297298724949,-1.78002828225616,0.0750713322652952,0.132895154783598
"STAG3L5P-PVRIG2P-PILRB",750.341429343855,-0.990780290151703,0.556727665865499,-1.77964981965001,0.0751332875189851,0.132994686655526
"FAM168B",6555.16472139908,-0.20363615050891,0.11444888167304,-1.77927601853429,0.0751945206500042,0.133092925201746
"RNU1-106P",11.0255176423476,-1.65140435240691,0.92855322447995,-1.77847032229283,0.075326641974778,0.133316610001575
"Y_RNA.5",6.22902560426366,2.1105674064351,1.18696894923673,1.77811509542206,0.0753849536793354,0.133409638934728
"NPIPA2",122.312355518721,-0.70385787983249,0.395930255995553,-1.77773198479784,0.0754478838926291,0.133490469572321
"CDC25B",2111.90447408415,0.372415866857024,0.209486630542829,1.77775481849131,0.0754441320012693,0.133490469572321
"RTN3P1",15.6566099799589,-1.15737386576075,0.651038919996652,-1.77773375786305,0.0754475925480604,0.133490469572321
"CDK11A",1265.08781277555,-0.379616683526777,0.213557070843151,-1.77758892284859,0.0754713944143234,0.133521887602349
"ZNF540",29.0068884647058,-1.32990154278738,0.748270626889469,-1.77730021064134,0.075518859026673,0.133595676521917
"COL5A1",78.7345173436657,1.37261064244452,0.772420421780077,1.77702531385858,0.0755640750084811,0.133665476585124
"FAM32A",1930.93521879221,0.35324485126454,0.198812885461867,1.77677040622346,0.0756060228473612,0.133729485423486
"INSIG1",4651.76960462722,0.403272674718762,0.227018097352147,1.7763899857429,0.0756686605410644,0.133830077262385
"NEK6",2172.7748267908,-0.291049834069396,0.163864407287713,-1.77616261448633,0.0757061183077977,0.133886123118751
